datetime,temp
2018-08-14T14:27:46.517726,30.80
2018-08-14T14:27:49.422277,30.80
2018-08-14T14:27:52.328340,30.80
2018-08-14T14:27:55.232760,30.70
2018-08-14T14:27:58.137185,30.70
2018-08-14T14:28:01.040325,30.70
2018-08-14T14:28:03.946437,30.70
2018-08-14T14:28:06.850686,30.70
2018-08-14T14:28:09.753306,30.60
2018-08-14T14:28:12.656395,30.60
2018-08-14T14:28:15.559363,30.60
2018-08-14T14:28:18.467463,30.50
2018-08-14T14:28:21.375184,30.50
2018-08-14T14:28:24.279602,30.50
2018-08-14T14:28:27.184180,30.50
2018-08-14T14:28:30.092135,30.40
2018-08-14T14:28:33.000033,30.40
2018-08-14T14:28:35.904567,30.40
2018-08-14T14:28:38.809127,30.40
2018-08-14T14:28:41.713098,30.30
2018-08-14T14:28:44.615954,30.30
2018-08-14T14:28:47.525090,30.30
2018-08-14T14:28:50.426890,30.30
2018-08-14T14:28:53.329756,30.20
2018-08-14T14:28:56.233204,30.20
2018-08-14T14:28:59.140292,30.20
2018-08-14T14:29:02.045365,30.20
2018-08-14T14:29:04.952432,30.20
2018-08-14T14:29:07.858874,30.20
2018-08-14T14:29:10.761202,30.10
2018-08-14T14:29:13.662576,30.10
2018-08-14T14:29:16.574350,30.10
2018-08-14T14:29:19.477949,30.10
2018-08-14T14:29:22.382754,30.10
2018-08-14T14:29:25.287580,30.10
2018-08-14T14:29:28.188939,30.10
2018-08-14T14:29:31.105885,30.00
2018-08-14T14:29:34.011024,30.00
2018-08-14T14:29:36.930802,30.00
2018-08-14T14:29:39.835889,29.90
2018-08-14T14:29:42.741118,30.00
2018-08-14T14:29:45.642188,29.90
2018-08-14T14:29:48.549316,29.90
2018-08-14T14:29:51.449789,29.90
2018-08-14T14:29:54.351204,29.90
2018-08-14T14:29:57.250533,29.90
2018-08-14T14:30:00.153772,29.90
2018-08-14T14:30:03.057060,29.90
2018-08-14T14:30:04.060127,29.90
2018-08-14T14:30:06.961369,29.80
2018-08-14T14:30:09.860704,29.80
2018-08-14T14:30:12.765428,29.80
2018-08-14T14:30:15.677097,29.80
2018-08-14T14:30:18.576364,29.80
2018-08-14T14:30:21.482266,29.80
2018-08-14T14:30:24.384032,29.80
2018-08-14T14:30:27.290396,29.70
2018-08-14T14:30:30.190700,29.70
2018-08-14T14:30:33.094139,29.70
2018-08-14T14:30:34.097134,29.70
2018-08-14T14:30:36.997982,29.70
2018-08-14T14:30:39.902352,29.70
2018-08-14T14:30:42.806633,29.70
2018-08-14T14:30:45.708279,29.70
2018-08-14T14:30:48.618690,29.70
2018-08-14T14:30:51.517034,29.70
2018-08-14T14:30:52.532480,29.70
2018-08-14T14:30:55.438437,29.70
2018-08-14T14:30:58.339639,29.70
2018-08-14T14:31:01.246934,29.70
2018-08-14T14:31:04.151673,29.70
2018-08-14T14:31:07.055187,29.60
2018-08-14T14:31:09.960300,29.60
2018-08-14T14:31:12.864382,29.60
2018-08-14T14:31:15.767029,29.60
2018-08-14T14:31:18.672499,29.60
2018-08-14T14:31:21.577366,29.60
2018-08-14T14:31:22.585134,29.60
2018-08-14T14:31:25.481354,29.60
2018-08-14T14:31:28.391967,29.60
2018-08-14T14:31:29.400349,29.60
2018-08-14T14:31:32.333128,29.60
2018-08-14T14:31:35.232371,29.60
2018-08-14T14:31:38.130749,29.50
2018-08-14T14:31:41.034956,29.60
2018-08-14T14:31:43.950898,29.60
2018-08-14T14:31:46.857378,29.50
2018-08-14T14:31:49.765571,29.60
2018-08-14T14:31:52.663693,29.60
2018-08-14T14:31:55.569808,29.50
2018-08-14T14:31:58.470147,29.50
2018-08-14T14:32:01.370230,29.50
2018-08-14T14:32:04.273036,29.50
2018-08-14T14:32:07.178518,29.50
2018-08-14T14:32:10.086640,29.50
2018-08-14T14:32:12.990538,29.50
2018-08-14T14:32:15.895465,29.50
2018-08-14T14:32:18.814342,29.50
2018-08-14T14:32:21.712403,29.50
2018-08-14T14:32:24.613027,29.50
2018-08-14T14:32:27.515405,29.50
2018-08-14T14:32:30.420160,29.50
2018-08-14T14:32:33.356359,29.50
2018-08-14T14:32:36.257029,29.50
2018-08-14T14:32:39.160916,29.50
2018-08-14T14:32:43.965567,29.50
2018-08-14T14:32:46.869499,29.50
2018-08-14T14:32:49.769731,29.50
2018-08-14T14:32:52.672440,29.50
2018-08-14T14:32:55.576353,29.40
2018-08-14T14:32:58.481144,29.40
2018-08-14T14:33:01.390649,29.40
2018-08-14T14:33:04.293759,29.40
2018-08-14T14:33:07.197452,29.40
2018-08-14T14:33:10.103342,29.40
2018-08-14T14:33:13.006567,29.40
2018-08-14T14:33:14.014114,29.40
2018-08-14T14:33:16.918936,29.40
2018-08-14T14:33:19.818790,29.40
2018-08-14T14:33:22.717373,29.40
2018-08-14T14:33:25.621410,29.40
2018-08-14T14:33:28.526793,29.40
2018-08-14T14:33:31.428291,29.40
2018-08-14T14:33:32.436938,29.40
2018-08-14T14:33:35.337525,29.40
2018-08-14T14:33:38.239536,29.40
2018-08-14T14:33:41.143065,29.40
2018-08-14T14:33:44.049298,29.40
2018-08-14T14:33:46.968061,29.40
2018-08-14T14:33:49.884099,29.40
2018-08-14T14:33:52.797122,29.40
2018-08-14T14:33:55.708839,29.40
2018-08-14T14:33:58.613639,29.40
2018-08-14T14:34:01.517604,29.40
2018-08-14T14:34:04.425277,29.40
2018-08-14T14:34:07.326845,29.40
2018-08-14T14:34:10.228876,29.30
2018-08-14T14:34:13.138346,29.40
2018-08-14T14:34:14.143913,29.40
2018-08-14T14:34:17.045323,29.40
2018-08-14T14:34:19.949234,29.40
2018-08-14T14:34:20.958699,29.40
2018-08-14T14:34:23.866057,29.30
2018-08-14T14:34:26.771003,29.30
2018-08-14T14:34:29.674127,29.30
2018-08-14T14:34:32.589488,29.30
2018-08-14T14:34:35.489341,29.30
2018-08-14T14:34:38.394936,29.30
2018-08-14T14:34:41.294717,29.30
2018-08-14T14:34:44.198899,29.30
2018-08-14T14:34:47.102163,29.30
2018-08-14T14:34:50.006711,29.30
2018-08-14T14:34:52.907946,29.30
2018-08-14T14:34:55.807053,29.30
2018-08-14T14:34:58.709111,29.30
2018-08-14T14:35:01.615980,29.30
2018-08-14T14:35:04.520315,29.30
2018-08-14T14:35:07.423921,29.30
2018-08-14T14:35:10.323644,29.30
2018-08-14T14:35:13.228789,29.30
2018-08-14T14:35:16.132091,29.30
2018-08-14T14:35:19.036205,29.30
2018-08-14T14:35:20.044414,29.30
2018-08-14T14:35:22.948522,29.30
2018-08-14T14:35:25.847635,29.30
2018-08-14T14:35:28.751131,29.30
2018-08-14T14:35:31.652437,29.30
2018-08-14T14:35:34.557133,29.30
2018-08-14T14:35:37.460418,29.30
2018-08-14T14:35:40.362597,29.30
2018-08-14T14:35:43.267723,29.30
2018-08-14T14:35:44.279028,29.30
2018-08-14T14:35:47.184203,29.30
2018-08-14T14:35:48.192424,29.30
2018-08-14T14:35:51.096741,29.30
2018-08-14T14:35:53.996875,29.30
2018-08-14T14:35:56.904839,29.30
2018-08-14T14:35:59.802699,29.30
2018-08-14T14:36:02.707468,29.30
2018-08-14T14:36:05.610247,29.30
2018-08-14T14:36:08.517842,29.30
2018-08-14T14:36:11.421935,29.30
2018-08-14T14:36:12.429983,29.30
2018-08-14T14:36:15.333818,29.30
2018-08-14T14:36:18.241663,29.20
2018-08-14T14:36:21.145588,29.20
2018-08-14T14:36:24.051808,29.20
2018-08-14T14:36:26.958880,29.30
2018-08-14T14:36:29.861464,29.30
2018-08-14T14:36:32.766490,29.30
2018-08-14T14:36:35.673005,29.30
2018-08-14T14:36:38.578951,29.30
2018-08-14T14:36:41.482276,29.20
2018-08-14T14:36:46.292411,29.20
2018-08-14T14:36:51.100852,29.20
2018-08-14T14:36:54.007218,29.20
2018-08-14T14:36:56.909603,29.20
2018-08-14T14:36:59.812993,29.20
2018-08-14T14:37:02.712254,29.20
2018-08-14T14:37:05.617825,29.20
2018-08-14T14:37:08.517536,29.20
2018-08-14T14:37:11.421616,29.20
2018-08-14T14:37:14.323612,29.20
2018-08-14T14:37:15.335445,29.20
2018-08-14T14:37:18.245655,29.20
2018-08-14T14:37:21.149690,29.20
2018-08-14T14:37:24.049761,29.20
2018-08-14T14:37:26.953243,29.20
2018-08-14T14:37:29.855770,29.20
2018-08-14T14:37:30.861744,29.20
2018-08-14T14:37:33.765600,29.20
2018-08-14T14:37:36.666178,29.20
2018-08-14T14:37:39.568035,29.20
2018-08-14T14:37:42.470111,29.20
2018-08-14T14:37:45.374373,29.20
2018-08-14T14:37:48.282535,29.20
2018-08-14T14:37:49.286613,29.20
2018-08-14T14:37:52.186228,29.20
2018-08-14T14:37:55.094098,29.10
2018-08-14T14:37:57.994377,29.20
2018-08-14T14:38:00.899524,29.20
2018-08-14T14:38:03.799002,29.20
2018-08-14T14:38:06.703379,29.20
2018-08-14T14:38:09.606767,29.10
2018-08-14T14:38:12.510894,29.10
2018-08-14T14:38:15.415697,29.20
2018-08-14T14:38:18.319248,29.20
2018-08-14T14:38:21.224188,29.10
2018-08-14T14:38:24.128738,29.20
2018-08-14T14:38:27.032344,29.10
2018-08-14T14:38:29.935209,29.10
2018-08-14T14:38:32.838791,29.10
2018-08-14T14:38:35.744917,29.20
2018-08-14T14:38:38.647382,29.10
2018-08-14T14:38:41.553120,29.10
2018-08-14T14:38:44.449226,29.10
2018-08-14T14:38:47.353998,29.10
2018-08-14T14:38:50.265006,29.10
2018-08-14T14:38:51.277932,29.10
2018-08-14T14:38:54.181972,29.10
2018-08-14T14:38:57.085104,29.20
2018-08-14T14:38:59.989620,29.10
2018-08-14T14:39:02.894057,29.10
2018-08-14T14:39:05.791603,29.10
2018-08-14T14:39:08.690254,29.10
2018-08-14T14:39:11.600613,29.10
2018-08-14T14:39:14.502365,29.10
2018-08-14T14:39:17.431254,29.10
2018-08-14T14:39:20.334489,29.10
2018-08-14T14:39:23.237443,29.10
2018-08-14T14:39:26.153875,29.10
2018-08-14T14:39:29.057342,29.10
2018-08-14T14:39:31.958276,29.10
2018-08-14T14:39:34.867133,29.10
2018-08-14T14:39:37.766140,29.20
2018-08-14T14:39:40.676702,29.10
2018-08-14T14:39:43.580553,29.10
2018-08-14T14:39:44.585545,29.10
2018-08-14T14:39:47.500136,29.10
2018-08-14T14:39:48.506682,29.10
2018-08-14T14:39:51.408030,29.10
2018-08-14T14:39:54.315913,29.10
2018-08-14T14:39:57.224425,29.20
2018-08-14T14:40:00.122093,29.10
2018-08-14T14:40:03.028357,29.10
2018-08-14T14:40:04.035139,29.10
2018-08-14T14:40:06.944830,29.10
2018-08-14T14:40:09.852677,29.10
2018-08-14T14:40:12.753026,29.10
2018-08-14T14:40:15.656036,29.10
2018-08-14T14:40:18.558853,29.10
2018-08-14T14:40:21.465655,29.10
2018-08-14T14:40:24.367645,29.10
2018-08-14T14:40:27.273735,29.10
2018-08-14T14:40:30.181878,29.10
2018-08-14T14:40:33.082203,29.10
2018-08-14T14:40:35.984897,29.10
2018-08-14T14:40:38.889211,29.10
2018-08-14T14:40:41.788598,29.10
2018-08-14T14:40:44.694585,29.10
2018-08-14T14:40:47.599018,29.10
2018-08-14T14:40:50.511051,29.10
2018-08-14T14:40:53.421464,29.10
2018-08-14T14:40:56.343970,29.10
2018-08-14T14:40:59.245599,29.10
2018-08-14T14:41:02.149738,29.10
2018-08-14T14:41:05.054064,29.10
2018-08-14T14:41:07.960758,29.10
2018-08-14T14:41:10.868423,29.10
2018-08-14T14:41:13.777055,29.10
2018-08-14T14:41:16.684737,29.10
2018-08-14T14:41:19.589826,29.10
2018-08-14T14:41:22.486882,29.10
2018-08-14T14:41:25.387085,29.10
2018-08-14T14:41:28.291278,29.10
2018-08-14T14:41:31.199637,29.10
2018-08-14T14:41:34.099534,29.10
2018-08-14T14:41:37.008952,29.10
2018-08-14T14:41:39.914345,29.10
2018-08-14T14:41:42.818789,29.10
2018-08-14T14:41:45.723185,29.10
2018-08-14T14:41:48.626680,29.10
2018-08-14T14:41:51.530927,29.10
2018-08-14T14:41:54.431405,29.10
2018-08-14T14:41:57.334535,52.30
2018-08-14T14:41:58.340256,29.10
2018-08-14T14:42:01.364676,29.10
2018-08-14T14:42:04.270679,29.10
2018-08-14T14:42:07.174123,29.10
2018-08-14T14:42:10.078315,29.10
2018-08-14T14:42:12.985555,29.10
2018-08-14T14:42:15.888302,29.10
2018-08-14T14:42:18.793944,29.10
2018-08-14T14:42:21.698571,29.10
2018-08-14T14:42:24.600967,29.10
2018-08-14T14:42:29.404116,29.10
2018-08-14T14:42:32.301920,29.10
2018-08-14T14:42:35.203569,29.10
2018-08-14T14:42:38.106706,29.10
2018-08-14T14:42:41.012583,29.10
2018-08-14T14:42:43.916446,29.10
2018-08-14T14:42:46.816080,29.10
2018-08-14T14:42:49.720561,29.10
2018-08-14T14:42:52.626188,29.10
2018-08-14T14:42:55.533524,29.10
2018-08-14T14:42:58.437305,29.10
2018-08-14T14:43:01.336865,29.10
2018-08-14T14:43:04.236271,29.10
2018-08-14T14:43:07.141740,29.10
2018-08-14T14:43:10.048144,29.10
2018-08-14T14:43:12.957374,29.10
2018-08-14T14:43:13.963628,29.10
2018-08-14T14:43:16.881177,29.10
2018-08-14T14:43:19.784713,29.10
2018-08-14T14:43:22.683343,29.10
2018-08-14T14:43:25.589741,29.10
2018-08-14T14:43:28.490829,29.10
2018-08-14T14:43:31.394241,29.10
2018-08-14T14:43:34.298245,29.10
2018-08-14T14:43:37.202956,29.10
2018-08-14T14:43:40.102739,29.10
2018-08-14T14:43:43.002474,29.10
2018-08-14T14:43:45.903487,29.10
2018-08-14T14:43:48.807004,29.10
2018-08-14T14:43:51.710909,29.10
2018-08-14T14:43:54.617394,29.10
2018-08-14T14:43:57.520221,29.10
2018-08-14T14:44:00.419848,29.10
2018-08-14T14:44:03.327851,29.10
2018-08-14T14:44:06.234688,29.10
2018-08-14T14:44:09.144439,29.10
2018-08-14T14:44:10.150136,29.10
2018-08-14T14:44:13.056034,29.10
2018-08-14T14:44:15.959977,29.10
2018-08-14T14:44:18.864227,29.10
2018-08-14T14:44:21.768553,29.00
2018-08-14T14:44:24.672945,29.10
2018-08-14T14:44:27.576717,29.10
2018-08-14T14:44:30.481319,29.10
2018-08-14T14:44:35.285223,29.10
2018-08-14T14:44:40.090050,29.10
2018-08-14T14:44:42.992022,29.10
2018-08-14T14:44:45.902494,29.10
2018-08-14T14:44:48.859785,29.10
2018-08-14T14:44:51.765107,29.10
2018-08-14T14:44:54.668854,29.10
2018-08-14T14:44:57.572941,29.10
2018-08-14T14:45:00.477060,29.10
2018-08-14T14:45:03.381282,29.10
2018-08-14T14:45:06.282324,29.10
2018-08-14T14:45:09.188853,29.10
2018-08-14T14:45:12.091276,29.10
2018-08-14T14:45:14.997301,29.10
2018-08-14T14:45:17.901846,29.10
2018-08-14T14:45:20.809528,29.10
2018-08-14T14:45:23.714481,29.10
2018-08-14T14:45:26.618070,29.10
2018-08-14T14:45:29.518759,29.10
2018-08-14T14:45:32.422818,29.10
2018-08-14T14:45:35.326931,29.10
2018-08-14T14:45:38.234372,29.10
2018-08-14T14:45:41.138851,29.10
2018-08-14T14:45:44.040787,29.10
2018-08-14T14:45:46.947300,29.10
2018-08-14T14:45:49.851211,29.10
2018-08-14T14:45:52.771700,29.10
2018-08-14T14:45:55.671768,29.10
2018-08-14T14:45:58.574587,29.10
2018-08-14T14:46:01.479900,29.10
2018-08-14T14:46:04.381325,29.10
2018-08-14T14:46:07.288918,29.10
2018-08-14T14:46:10.192701,29.10
2018-08-14T14:46:13.094672,29.10
2018-08-14T14:46:16.021639,29.10
2018-08-14T14:46:18.929962,29.10
2018-08-14T14:46:21.832726,29.10
2018-08-14T14:46:22.838758,29.10
2018-08-14T14:46:25.749484,29.10
2018-08-14T14:46:28.652599,29.10
2018-08-14T14:46:31.558683,29.10
2018-08-14T14:46:32.563988,29.10
2018-08-14T14:46:35.459017,29.10
2018-08-14T14:46:38.365575,29.10
2018-08-14T14:46:39.372617,29.10
2018-08-14T14:46:42.273190,29.10
2018-08-14T14:46:45.176331,29.10
2018-08-14T14:46:48.082351,29.10
2018-08-14T14:46:50.986579,29.00
2018-08-14T14:46:53.885300,29.10
2018-08-14T14:46:56.788007,29.10
2018-08-14T14:46:59.691218,29.10
2018-08-14T14:47:02.602728,29.10
2018-08-14T14:47:05.507062,29.10
2018-08-14T14:47:08.415324,29.00
2018-08-14T14:47:11.319127,29.10
2018-08-14T14:47:14.230600,29.00
2018-08-14T14:47:17.143487,52.60
2018-08-14T14:47:20.047622,29.10
2018-08-14T14:47:22.948312,29.10
2018-08-14T14:47:25.860771,29.10
2018-08-14T14:47:28.765096,29.10
2018-08-14T14:47:31.678065,29.10
2018-08-14T14:47:34.581264,29.10
2018-08-14T14:47:37.481259,29.10
2018-08-14T14:47:40.381746,29.00
2018-08-14T14:47:43.285366,29.10
2018-08-14T14:47:46.189480,29.00
2018-08-14T14:47:49.092076,29.10
2018-08-14T14:47:51.998062,29.10
2018-08-14T14:47:54.902057,29.10
2018-08-14T14:47:57.808348,29.10
2018-08-14T14:48:00.713962,29.10
2018-08-14T14:48:03.619095,29.00
2018-08-14T14:48:06.522708,29.10
2018-08-14T14:48:09.426911,29.10
2018-08-14T14:48:12.330694,29.10
2018-08-14T14:48:15.242467,29.10
2018-08-14T14:48:18.147303,29.10
2018-08-14T14:48:19.153201,29.10
2018-08-14T14:48:22.054427,29.10
2018-08-14T14:48:23.063723,29.10
2018-08-14T14:48:25.967138,29.10
2018-08-14T14:48:28.873190,29.10
2018-08-14T14:48:31.775035,29.10
2018-08-14T14:48:34.681493,29.10
2018-08-14T14:48:37.583291,29.10
2018-08-14T14:48:40.488314,29.10
2018-08-14T14:48:43.391919,29.10
2018-08-14T14:48:46.315977,29.00
2018-08-14T14:48:49.220556,29.10
2018-08-14T14:48:52.124041,29.10
2018-08-14T14:48:55.025198,29.10
2018-08-14T14:48:57.929005,29.10
2018-08-14T14:49:00.833531,29.10
2018-08-14T14:49:03.741439,29.00
2018-08-14T14:49:06.644171,29.10
2018-08-14T14:49:09.545850,29.10
2018-08-14T14:49:12.449836,29.10
2018-08-14T14:49:15.350096,29.10
2018-08-14T14:49:18.251874,29.10
2018-08-14T14:49:21.158011,29.10
2018-08-14T14:49:24.062203,29.10
2018-08-14T14:49:26.966529,29.10
2018-08-14T14:49:29.867259,29.10
2018-08-14T14:49:32.772412,29.10
2018-08-14T14:49:35.678525,29.10
2018-08-14T14:49:38.583527,29.10
2018-08-14T14:49:41.487534,29.10
2018-08-14T14:49:44.388019,29.10
2018-08-14T14:49:47.295796,29.10
2018-08-14T14:49:50.203055,29.10
2018-08-14T14:49:53.111288,29.10
2018-08-14T14:49:54.119729,29.10
2018-08-14T14:49:57.027750,29.10
2018-08-14T14:49:59.935678,29.10
2018-08-14T14:50:00.943831,29.10
2018-08-14T14:50:03.860265,29.10
2018-08-14T14:50:06.767902,29.10
2018-08-14T14:50:07.792309,29.10
2018-08-14T14:50:10.692481,29.10
2018-08-14T14:50:13.600186,29.10
2018-08-14T14:50:16.500771,29.10
2018-08-14T14:50:19.405084,29.10
2018-08-14T14:50:22.329545,29.10
2018-08-14T14:50:25.238065,29.10
2018-08-14T14:50:28.145113,29.10
2018-08-14T14:50:31.050383,29.10
2018-08-14T14:50:33.958440,29.10
2018-08-14T14:50:36.858615,29.10
2018-08-14T14:50:39.762446,29.10
2018-08-14T14:50:42.666281,29.10
2018-08-14T14:50:45.566408,29.10
2018-08-14T14:50:48.470056,29.10
2018-08-14T14:50:51.370516,29.10
2018-08-14T14:50:54.272504,29.10
2018-08-14T14:50:57.178964,29.10
2018-08-14T14:51:00.086982,29.10
2018-08-14T14:51:03.003156,29.10
2018-08-14T14:51:05.904609,29.10
2018-08-14T14:51:06.914703,29.10
2018-08-14T14:51:09.831450,29.10
2018-08-14T14:51:12.738787,29.10
2018-08-14T14:51:15.643861,29.10
2018-08-14T14:51:18.549203,29.10
2018-08-14T14:51:21.456712,29.10
2018-08-14T14:51:26.261742,29.10
2018-08-14T14:51:29.175664,29.10
2018-08-14T14:51:32.082983,29.10
2018-08-14T14:51:33.096895,29.10
2018-08-14T14:51:36.001866,29.10
2018-08-14T14:51:37.009786,29.10
2018-08-14T14:51:39.918492,29.10
2018-08-14T14:51:42.822573,29.10
2018-08-14T14:51:45.726403,29.10
2018-08-14T14:51:48.631164,29.00
2018-08-14T14:51:51.543337,29.10
2018-08-14T14:51:54.446906,29.10
2018-08-14T14:51:57.347689,29.10
2018-08-14T14:52:00.248929,29.10
2018-08-14T14:52:03.150990,29.10
2018-08-14T14:52:06.055990,29.10
2018-08-14T14:52:08.958390,29.10
2018-08-14T14:52:09.975338,29.10
2018-08-14T14:52:12.886258,29.10
2018-08-14T14:52:15.790685,29.10
2018-08-14T14:52:18.696791,29.10
2018-08-14T14:52:21.599977,29.10
2018-08-14T14:52:24.505003,29.10
2018-08-14T14:52:27.408951,29.10
2018-08-14T14:52:30.345792,29.10
2018-08-14T14:52:33.249567,29.10
2018-08-14T14:52:36.149979,29.10
2018-08-14T14:52:39.056308,29.00
2018-08-14T14:52:41.966159,29.10
2018-08-14T14:52:44.870136,29.10
2018-08-14T14:52:47.775247,29.10
2018-08-14T14:52:50.682891,29.10
2018-08-14T14:52:53.590437,29.10
2018-08-14T14:52:56.493906,29.10
2018-08-14T14:52:59.398954,29.10
2018-08-14T14:53:02.296981,29.10
2018-08-14T14:53:05.199106,29.00
2018-08-14T14:53:08.107321,29.00
2018-08-14T14:53:11.008824,29.10
2018-08-14T14:53:13.911823,29.10
2018-08-14T14:53:16.810502,29.10
2018-08-14T14:53:19.720714,29.10
2018-08-14T14:53:22.628586,29.00
2018-08-14T14:53:23.638120,29.00
2018-08-14T14:53:26.542567,29.10
2018-08-14T14:53:29.448785,29.10
2018-08-14T14:53:34.253954,29.10
2018-08-14T14:53:37.160878,29.10
2018-08-14T14:53:40.064278,29.10
2018-08-14T14:53:42.969949,29.10
2018-08-14T14:53:43.978028,29.10
2018-08-14T14:53:46.885262,29.10
2018-08-14T14:53:49.787828,29.10
2018-08-14T14:53:52.693914,29.10
2018-08-14T14:53:55.598320,29.10
2018-08-14T14:53:58.500241,29.10
2018-08-14T14:54:01.403124,29.10
2018-08-14T14:54:06.203264,29.10
2018-08-14T14:54:09.107861,29.00
2018-08-14T14:54:12.007901,29.00
2018-08-14T14:54:14.915100,29.00
2018-08-14T14:54:17.839889,29.10
2018-08-14T14:54:20.744487,29.10
2018-08-14T14:54:23.641787,29.10
2018-08-14T14:54:26.547836,29.10
2018-08-14T14:54:29.446565,29.00
2018-08-14T14:54:32.353042,29.00
2018-08-14T14:54:33.358007,29.00
2018-08-14T14:54:36.259716,29.10
2018-08-14T14:54:39.160870,29.10
2018-08-14T14:54:42.068615,29.10
2018-08-14T14:54:44.974065,29.10
2018-08-14T14:54:47.880630,29.10
2018-08-14T14:54:50.780800,29.10
2018-08-14T14:54:53.682678,29.00
2018-08-14T14:54:56.588771,29.10
2018-08-14T14:54:59.493360,29.10
2018-08-14T14:55:02.397501,29.10
2018-08-14T14:55:05.301244,29.10
2018-08-14T14:55:08.200258,29.00
2018-08-14T14:55:11.104721,29.00
2018-08-14T14:55:14.009715,29.10
2018-08-14T14:55:16.914377,29.10
2018-08-14T14:55:19.814456,29.10
2018-08-14T14:55:22.718133,29.10
2018-08-14T14:55:25.619027,29.00
2018-08-14T14:55:28.518940,29.10
2018-08-14T14:55:31.423076,29.10
2018-08-14T14:55:34.322949,29.00
2018-08-14T14:55:35.327940,29.00
2018-08-14T14:55:38.227125,29.10
2018-08-14T14:55:41.134097,29.10
2018-08-14T14:55:42.142085,29.10
2018-08-14T14:55:45.042701,29.10
2018-08-14T14:55:47.946030,29.10
2018-08-14T14:55:50.851030,29.10
2018-08-14T14:55:53.754380,29.00
2018-08-14T14:55:56.662579,29.10
2018-08-14T14:55:59.566877,29.00
2018-08-14T14:56:02.471316,29.00
2018-08-14T14:56:05.379765,29.10
2018-08-14T14:56:08.289604,29.10
2018-08-14T14:56:11.192409,29.10
2018-08-14T14:56:14.096310,29.10
2018-08-14T14:56:17.000208,29.10
2018-08-14T14:56:18.010001,29.10
2018-08-14T14:56:20.911487,29.10
2018-08-14T14:56:21.915372,29.10
2018-08-14T14:56:24.816106,29.00
2018-08-14T14:56:27.720519,29.10
2018-08-14T14:56:32.528011,29.10
2018-08-14T14:56:35.436857,29.10
2018-08-14T14:56:38.340902,29.10
2018-08-14T14:56:41.245356,29.10
2018-08-14T14:56:44.149461,29.10
2018-08-14T14:56:47.055731,29.10
2018-08-14T14:56:49.968737,29.10
2018-08-14T14:56:52.867537,29.10
2018-08-14T14:56:55.774690,29.10
2018-08-14T14:56:58.671620,29.10
2018-08-14T14:57:01.577192,29.10
2018-08-14T14:57:04.482578,29.10
2018-08-14T14:57:07.386343,29.10
2018-08-14T14:57:10.291122,29.10
2018-08-14T14:57:13.195020,29.10
2018-08-14T14:57:16.092444,29.10
2018-08-14T14:57:18.995607,29.10
2018-08-14T14:57:21.899349,29.10
2018-08-14T14:57:24.803679,29.10
2018-08-14T14:57:27.708064,29.10
2018-08-14T14:57:30.611487,29.10
2018-08-14T14:57:31.620730,29.10
2018-08-14T14:57:34.518911,29.10
2018-08-14T14:57:37.417564,29.10
2018-08-14T14:57:40.317541,29.10
2018-08-14T14:57:43.223802,29.10
2018-08-14T14:57:46.127953,29.10
2018-08-14T14:57:49.028074,29.10
2018-08-14T14:57:51.927616,29.10
2018-08-14T14:57:54.831889,29.10
2018-08-14T14:57:57.736441,29.10
2018-08-14T14:58:00.639831,29.10
2018-08-14T14:58:03.543574,29.10
2018-08-14T14:58:06.442984,29.10
2018-08-14T14:58:09.345928,29.10
2018-08-14T14:58:12.256377,29.10
2018-08-14T14:58:15.161131,29.10
2018-08-14T14:58:18.064482,29.10
2018-08-14T14:58:20.980100,29.10
2018-08-14T14:58:23.882639,29.10
2018-08-14T14:58:26.790019,29.10
2018-08-14T14:58:29.692210,29.10
2018-08-14T14:58:32.597980,29.10
2018-08-14T14:58:35.501943,29.10
2018-08-14T14:58:38.407232,29.10
2018-08-14T14:58:41.308676,29.10
2018-08-14T14:58:44.214881,29.10
2018-08-14T14:58:47.119037,29.10
2018-08-14T14:58:50.022737,29.10
2018-08-14T14:58:52.927038,29.10
2018-08-14T14:58:55.829363,29.10
2018-08-14T14:58:58.733748,29.10
2018-08-14T14:59:01.638855,29.10
2018-08-14T14:59:04.541458,29.10
2018-08-14T14:59:07.447585,29.10
2018-08-14T14:59:10.355954,29.10
2018-08-14T14:59:13.260644,29.10
